,Time_s[s],RMS[A]
160,2022-07-17 9:40,1.902704716
161,2022-07-17 9:44,1.891732693
162,2022-07-17 9:45,1.897266269
163,2022-07-17 9:49,1.907414556
164,2022-07-17 9:54,1.902529478
165,2022-07-17 9:59,1.900704503
166,2022-07-17 10:00,1.911670089
167,2022-07-17 10:05,1.898713112
168,2022-07-17 10:09,1.909302115
169,2022-07-17 10:11,1.906142592
170,2022-07-17 10:14,1.898358583
171,2022-07-17 10:21,1.910845637
172,2022-07-17 10:24,1.901765227
173,2022-07-17 10:26,1.913453102
174,2022-07-17 10:29,1.90414536
175,2022-07-17 10:33,1.911177754
176,2022-07-17 10:35,1.898904324
177,2022-07-17 10:37,1.913313866
178,2022-07-17 10:38,1.907211304
179,2022-07-17 10:40,1.916163683
180,2022-07-17 10:44,1.900433183
181,2022-07-17 10:46,1.909375906
182,2022-07-17 10:53,1.916286826
183,2022-07-17 10:55,1.90743494
184,2022-07-17 10:59,1.915491462
185,2022-07-17 11:00,1.90444386
186,2022-07-17 11:10,1.892856121
187,2022-07-17 11:17,1.898723125
188,2022-07-17 11:23,1.913029552
189,2022-07-17 11:28,1.894861698
190,2022-07-17 11:30,1.915221095
191,2022-07-17 11:35,1.895194054
192,2022-07-17 11:40,1.901755571
193,2022-07-17 11:46,1.899687409
194,2022-07-17 11:47,1.914909244
195,2022-07-17 11:53,1.925111771
196,2022-07-17 11:58,1.915713429
197,2022-07-17 12:05,1.918345094
198,2022-07-17 12:07,1.915928364
199,2022-07-17 12:22,1.916898489
200,2022-07-17 12:23,1.926622033
201,2022-07-17 12:25,1.911750674
202,2022-07-17 12:31,1.919204473
203,2022-07-17 12:34,1.912804246
204,2022-07-17 12:36,1.92172873
205,2022-07-17 12:38,1.917393804
206,2022-07-17 12:43,1.918743849
207,2022-07-17 12:44,1.919810414
208,2022-07-17 12:51,1.921511889
209,2022-07-17 12:56,1.921520233
210,2022-07-17 12:59,1.911233902
211,2022-07-17 13:01,1.90976119
212,2022-07-17 13:10,1.91055584
213,2022-07-17 13:16,1.909318089
214,2022-07-17 13:25,1.905339479
215,2022-07-17 13:27,1.922848105
216,2022-07-17 13:30,1.908723712
217,2022-07-17 13:33,1.911839962
218,2022-07-17 13:41,1.917968631
219,2022-07-17 13:47,1.910342574
220,2022-07-17 15:26,1.921362996
221,2022-07-17 15:29,1.913585305
222,2022-07-17 15:32,1.904836655
223,2022-07-17 15:36,1.896189928
224,2022-07-17 15:38,1.922150254
225,2022-07-17 15:40,1.914164543
226,2022-07-17 15:41,1.907349944
227,2022-07-17 15:43,1.909639239
228,2022-07-17 15:45,1.910423517
229,2022-07-17 15:47,1.912412047
230,2022-07-17 15:52,1.646713972
231,2022-07-17 16:01,0.733288407
232,2022-07-17 16:03,0.730161846
233,2022-07-17 16:08,0.730459809
234,2022-07-17 16:25,0.731628656
235,2022-07-17 16:27,0.732387722
236,2022-07-17 16:28,0.732574642
237,2022-07-17 16:30,0.734370649
238,2022-07-17 16:33,0.735328615
239,2022-07-17 16:36,0.730595946
240,2022-07-17 16:38,0.731494367
241,2022-07-17 16:45,0.734754205
242,2022-07-17 16:47,0.734786868
243,2022-07-17 16:52,0.731152356
244,2022-07-17 16:55,0.733391941
245,2022-07-17 17:06,0.728426278
246,2022-07-17 17:09,0.736399591
247,2022-07-17 17:11,0.735994935
248,2022-07-17 17:13,0.733751535
249,2022-07-17 17:15,0.734439015
250,2022-07-17 17:16,0.730677128
251,2022-07-17 17:18,0.731503367
252,2022-07-17 17:22,0.734558284
253,2022-07-17 17:24,0.734965682
254,2022-07-17 17:33,0.733706176
255,2022-07-17 17:35,0.736370444
256,2022-07-17 17:53,0.732695878
257,2022-07-17 17:56,0.732122481
258,2022-07-17 18:02,0.732218027
259,2022-07-17 18:04,0.733520329
260,2022-07-17 18:10,0.732859194
261,2022-07-17 18:11,0.732050955
262,2022-07-17 18:20,0.731627107
263,2022-07-17 18:23,0.732578397
264,2022-07-17 18:27,0.731043637
265,2022-07-17 18:52,0.732144117
266,2022-07-17 18:54,0.730867982
267,2022-07-17 18:55,0.73119688
268,2022-07-17 18:57,0.731245995
269,2022-07-17 19:05,0.732698619
270,2022-07-17 19:08,0.731588244
271,2022-07-17 19:15,0.730584502
272,2022-07-17 19:26,0.733832598
273,2022-07-17 19:28,0.733944535
274,2022-07-17 19:31,0.730755806
275,2022-07-17 19:39,0.732277989
276,2022-07-17 19:42,0.735602021
277,2022-07-17 19:44,0.733316541
278,2022-07-17 19:47,0.733053803
279,2022-07-17 19:50,0.733109057
280,2022-07-17 20:00,0.730805159
281,2022-07-17 20:01,0.742129266
282,2022-07-17 20:03,0.732391238
283,2022-07-17 20:05,0.732740641
284,2022-07-17 20:07,0.731016755
285,2022-07-17 20:09,0.731361449
286,2022-07-17 20:12,0.734172285
287,2022-07-17 20:15,0.734324932
288,2022-07-17 20:23,0.734755039
289,2022-07-17 20:28,0.732900321
290,2022-07-17 20:40,0.733881772
291,2022-07-17 20:43,0.731209457
292,2022-07-17 20:53,0.732362747
293,2022-07-17 20:56,0.73442632
294,2022-07-17 20:58,0.734794497
295,2022-07-17 21:09,0.7338112
296,2022-07-17 21:13,0.735055447
297,2022-07-17 21:14,0.734897733
298,2022-07-17 21:16,0.732321739
299,2022-07-17 21:19,0.731736481
300,2022-07-17 21:21,0.732859194
301,2022-07-17 21:24,0.733102024
302,2022-07-17 21:26,0.732991755
303,2022-07-17 21:34,0.734145999
304,2022-07-17 21:36,0.733177602
305,2022-07-17 21:45,0.731183648
306,2022-07-17 21:47,0.732931495
307,2022-07-17 21:50,0.736234605
308,2022-07-17 21:51,0.736096859
309,2022-07-17 21:59,0.735004365
310,2022-07-17 22:08,0.734509528
311,2022-07-17 22:10,0.735340416
312,2022-07-17 22:19,0.732422471
313,2022-07-17 22:21,0.73812604
314,2022-07-17 22:23,0.733932614
315,2022-07-17 22:31,0.734721541
316,2022-07-17 22:33,0.734277189
317,2022-07-17 22:36,0.735801756
318,2022-07-17 22:38,0.734338105
319,2022-07-17 22:43,0.736054063
320,2022-07-17 22:51,0.73288703
321,2022-07-17 22:53,0.737253785
322,2022-07-17 22:56,0.735773265
323,2022-07-17 22:59,0.735503078
324,2022-07-17 23:01,0.734188318
325,2022-07-17 23:06,0.73558414
326,2022-07-17 23:12,0.735282958
327,2022-07-17 23:14,0.735787809
328,2022-07-17 23:30,0.734585226
329,2022-07-17 23:39,0.734091282
330,2022-07-17 23:44,0.733043015
331,2022-07-17 23:52,0.732765019
332,2022-07-17 23:54,0.732978106
333,2022-07-17 23:56,0.735616028
334,2022-07-17 23:58,0.734825194
335,2022-07-18 0:01,0.733897328
336,2022-07-18 0:03,0.732323289
337,2022-07-18 0:05,0.733342409
338,2022-07-18 0:08,0.736111939
339,2022-07-18 0:18,0.735647023
340,2022-07-18 0:20,0.735904753
341,2022-07-18 0:22,0.733843267
342,2022-07-18 0:31,0.735347867
343,2022-07-18 0:33,0.734914899
344,2022-07-18 0:41,0.734757662
345,2022-07-18 0:48,0.73317486
346,2022-07-18 0:49,0.732004642
347,2022-07-18 0:51,0.729005754
348,2022-07-18 0:53,0.732268333
349,2022-07-18 0:55,0.733130455
350,2022-07-18 0:58,0.72901386
351,2022-07-18 1:07,0.728797436
352,2022-07-18 1:09,0.734289348
353,2022-07-18 1:17,0.73215723
354,2022-07-18 1:19,0.731554627
355,2022-07-18 1:21,0.730167508
356,2022-07-18 1:23,0.732363403
357,2022-07-18 1:26,0.730753899
358,2022-07-18 1:28,0.731863678
359,2022-07-18 1:31,0.729717493
360,2022-07-18 1:40,0.731740713
361,2022-07-18 1:42,0.730652034
362,2022-07-18 1:49,0.7307266
363,2022-07-18 1:51,0.734545708
364,2022-07-18 1:53,0.732922554
365,2022-07-18 1:58,0.733167052
366,2022-07-18 2:00,0.731971145
367,2022-07-18 2:09,0.732857823
368,2022-07-18 2:11,0.732111335
369,2022-07-18 2:13,0.734070122
370,2022-07-18 2:23,0.734617949
371,2022-07-18 2:25,0.731530368
372,2022-07-18 2:31,0.732382357
373,2022-07-18 2:33,0.729890585
374,2022-07-18 2:40,0.735392451
375,2022-07-18 2:41,0.732784569
376,2022-07-18 2:43,0.733455658
377,2022-07-18 2:48,0.732926905
378,2022-07-18 2:51,0.732777655
379,2022-07-18 2:53,0.727902055
380,2022-07-18 2:58,0.732613504
381,2022-07-18 2:59,0.733498752
382,2022-07-18 3:02,0.731470346
383,2022-07-18 3:09,0.731278062
384,2022-07-18 3:12,0.729937613
385,2022-07-18 3:20,0.732560575
386,2022-07-18 3:21,0.732708931
387,2022-07-18 3:23,0.733070254
388,2022-07-18 3:26,0.73010987
389,2022-07-18 3:29,0.734171331
390,2022-07-18 3:31,0.730903924
391,2022-07-18 3:32,0.733228266
392,2022-07-18 3:35,0.731812239
393,2022-07-18 3:37,0.731861234
394,2022-07-18 3:45,0.737164319
395,2022-07-18 3:48,0.731889844
396,2022-07-18 3:58,0.734247208
397,2022-07-18 4:02,0.73242265
398,2022-07-18 4:08,0.735927403
399,2022-07-18 4:09,0.732570291
400,2022-07-18 4:12,0.732156813
401,2022-07-18 4:16,0.734026432
402,2022-07-18 4:20,0.732904017
403,2022-07-18 4:21,0.734255254
404,2022-07-18 4:25,0.733348906
405,2022-07-18 4:27,0.734874249
406,2022-07-18 4:38,0.731103897
407,2022-07-18 4:45,0.73229748
408,2022-07-18 5:08,0.733186781
409,2022-07-18 5:24,0.729664683
410,2022-07-18 5:26,0.729895294
411,2022-07-18 5:28,0.733570576
412,2022-07-18 5:31,0.732268333
413,2022-07-18 5:32,0.732705116
414,2022-07-18 5:34,0.734337807
415,2022-07-18 5:38,0.731553316
416,2022-07-18 5:39,0.73344326
417,2022-07-18 5:41,0.731627285
418,2022-07-18 6:11,0.732358336
419,2022-07-18 6:14,0.734416187
420,2022-07-18 6:17,0.735141039
421,2022-07-18 6:21,0.732866466
422,2022-07-18 6:31,0.731983006
423,2022-07-18 6:33,0.734020412
424,2022-07-18 6:38,0.731572211
425,2022-07-18 6:43,0.732147098
426,2022-07-18 6:47,0.733312666
427,2022-07-18 6:50,0.733171761
428,2022-07-18 6:51,0.733186185
429,2022-07-18 6:54,0.73181355
430,2022-07-18 7:00,16.08590889
431,2022-07-18 7:03,24.53833961
432,2022-07-18 7:10,27.02710533
433,2022-07-18 7:17,25.46551132
434,2022-07-18 7:19,17.0508461
435,2022-07-18 7:22,1.665946722
436,2022-07-18 7:25,2.027159929
437,2022-07-18 7:28,9.507159233
438,2022-07-18 7:39,12.07150745
439,2022-07-18 7:42,4.847102642
440,2022-07-18 7:46,4.891856194
441,2022-07-18 7:52,6.077873707
442,2022-07-18 7:59,16.68955803
443,2022-07-18 8:01,14.81319809
444,2022-07-18 8:03,21.31868172
445,2022-07-18 8:16,11.59410763
446,2022-07-18 8:19,1.533728123
447,2022-07-18 8:20,1.585469365
448,2022-07-18 8:24,10.11540508
449,2022-07-18 8:31,10.68999386
450,2022-07-18 8:37,5.868108749
451,2022-07-18 8:44,16.82520485
452,2022-07-18 8:48,19.41434288
453,2022-07-18 8:50,9.16266346
454,2022-07-18 8:52,5.6046772
455,2022-07-18 8:54,9.909379959
456,2022-07-18 8:56,17.37394333
457,2022-07-18 8:57,14.27311802
458,2022-07-18 9:00,2.623587608
459,2022-07-18 9:05,15.39726257
460,2022-07-18 9:09,1.579191923
461,2022-07-18 9:11,20.91619301
462,2022-07-18 9:22,18.72903442
463,2022-07-18 9:30,10.5119009
464,2022-07-18 9:34,1.207888842
465,2022-07-18 9:35,1.996730924
466,2022-07-18 9:37,4.814831734
467,2022-07-18 9:40,20.87639618
468,2022-07-18 9:45,17.64395523
469,2022-07-18 9:47,1.421234488
470,2022-07-18 9:50,19.88389397
471,2022-07-18 9:53,19.10285378
472,2022-07-18 10:00,12.14997196
473,2022-07-18 10:02,7.290498257
474,2022-07-18 10:07,8.838674545
475,2022-07-18 10:14,13.90699005
476,2022-07-18 10:16,1.636541486
477,2022-07-18 10:25,14.49916458
478,2022-07-18 10:28,25.38874245
479,2022-07-18 10:33,1.490845799
480,2022-07-18 10:36,1.520988822
481,2022-07-18 10:39,12.0348711
482,2022-07-18 10:49,1.601484895
483,2022-07-18 10:54,3.016930103
484,2022-07-18 11:07,1.579678059
485,2022-07-18 11:12,1.744453549
486,2022-07-18 11:19,6.611121178
487,2022-07-18 11:21,1.636923552
488,2022-07-18 11:23,16.87881851
489,2022-07-18 11:27,1.424125195
490,2022-07-18 11:29,1.56746912
491,2022-07-18 11:30,13.24145603
492,2022-07-18 11:33,18.93317795
493,2022-07-18 11:50,20.04981804
494,2022-07-18 11:52,2.278753519
495,2022-07-18 11:55,23.47529602
496,2022-07-18 11:59,17.71062088
497,2022-07-18 12:02,8.266654015
498,2022-07-18 12:04,2.165911913
499,2022-07-18 12:06,20.93064499
500,2022-07-18 12:08,5.024091721
501,2022-07-18 12:13,3.664298058
502,2022-07-18 12:14,1.515053391
503,2022-07-18 12:16,24.86805344
504,2022-07-18 12:18,3.583951473
505,2022-07-18 12:20,17.34699059
506,2022-07-18 12:22,21.12629509
507,2022-07-18 12:25,1.197441936
508,2022-07-18 12:27,4.588991642
509,2022-07-18 12:34,18.90971375
510,2022-07-18 12:38,14.13126469
511,2022-07-18 12:45,8.729400635
512,2022-07-18 12:48,24.95061493
513,2022-07-18 12:52,17.66349411
514,2022-07-18 12:55,16.26125526
515,2022-07-18 12:58,25.06307793
516,2022-07-18 12:59,1.650595665
517,2022-07-18 13:04,1.687267184
518,2022-07-18 13:06,22.55936241
519,2022-07-18 13:13,21.56614113
520,2022-07-18 13:23,4.284387112
521,2022-07-18 13:24,3.825166225
522,2022-07-18 13:28,13.67746639
523,2022-07-18 13:33,6.084897518
524,2022-07-18 13:35,21.14930725
525,2022-07-18 13:41,17.21601295
526,2022-07-18 13:44,2.498989105
527,2022-07-18 13:46,21.89850044
528,2022-07-18 13:49,18.72018051
529,2022-07-18 13:51,14.09427261
530,2022-07-18 13:54,13.74912357
531,2022-07-18 14:10,8.672049522
532,2022-07-18 14:13,1.838372111
533,2022-07-18 14:14,12.37514973
534,2022-07-18 14:17,14.5228281
535,2022-07-18 14:23,14.35666275
536,2022-07-18 14:25,18.46899033
537,2022-07-18 14:33,22.55081558
538,2022-07-18 14:35,14.93591499
539,2022-07-18 14:37,13.6644392
540,2022-07-18 14:49,2.657839775
541,2022-07-18 14:50,9.215741158
542,2022-07-18 14:52,6.252757549
543,2022-07-18 14:54,25.40667915
544,2022-07-18 14:56,19.94482994
545,2022-07-18 15:01,15.17635536
546,2022-07-18 15:04,10.68841362
547,2022-07-18 15:06,15.91133022
548,2022-07-18 15:12,10.88685417
549,2022-07-18 15:14,15.74799061
550,2022-07-18 15:16,7.765275478
551,2022-07-18 15:17,17.12621498
552,2022-07-18 15:20,7.280221939
553,2022-07-18 15:23,16.6539669
554,2022-07-18 15:28,13.73303509
555,2022-07-18 15:31,24.95167923
556,2022-07-18 15:36,21.07520676
557,2022-07-18 15:41,15.16513348
558,2022-07-18 15:44,9.582779884
559,2022-07-18 15:46,14.47252941
560,2022-07-18 15:49,15.77964687
561,2022-07-18 15:52,24.47552109
562,2022-07-18 16:05,1.60258913
563,2022-07-18 16:13,23.68856239
564,2022-07-18 16:21,1.486653328
565,2022-07-18 16:32,5.497957706
566,2022-07-18 16:33,1.799179792
567,2022-07-18 16:36,21.10609818
568,2022-07-18 16:47,1.86833322
569,2022-07-18 16:49,1.927456856
570,2022-07-18 16:55,17.74886703
571,2022-07-18 17:05,19.92856026
572,2022-07-18 17:07,15.98837376
573,2022-07-18 17:19,15.76779366
574,2022-07-18 17:23,8.839404106
575,2022-07-18 17:25,21.56969261
576,2022-07-18 17:36,20.89583969
577,2022-07-18 17:41,5.026973248
578,2022-07-18 17:44,16.25032997
579,2022-07-18 17:46,11.00394726
580,2022-07-18 17:50,19.17181969
581,2022-07-18 17:53,21.18664551
582,2022-07-18 17:57,22.35144043
583,2022-07-18 18:03,13.48295879
584,2022-07-18 18:15,16.98774719
585,2022-07-18 18:32,1.592009306
586,2022-07-18 18:34,1.610700369
587,2022-07-18 18:38,1.523655534
588,2022-07-18 18:46,13.82452393
589,2022-07-18 18:56,16.07764816
590,2022-07-18 19:00,10.31935596
591,2022-07-18 19:08,1.855686903
592,2022-07-18 19:11,15.27074718
593,2022-07-18 19:15,8.662892342
594,2022-07-18 19:22,12.04373741
595,2022-07-18 19:42,12.5616436
596,2022-07-18 19:44,17.87589455
597,2022-07-18 19:56,24.92376518
598,2022-07-18 19:59,8.109028816
599,2022-07-18 20:03,19.0758152
600,2022-07-18 20:21,7.14490509
601,2022-07-18 20:23,6.402709961
602,2022-07-18 20:25,14.30774021
603,2022-07-18 20:31,10.21494484
604,2022-07-18 20:33,16.55771637
605,2022-07-18 20:47,20.35557938
606,2022-07-18 20:53,25.45928001
607,2022-07-18 21:04,1.185764432
608,2022-07-18 21:07,1.464545608
609,2022-07-18 21:23,9.452596664
610,2022-07-18 21:35,1.715741634
611,2022-07-18 21:40,1.601438046
612,2022-07-18 21:42,19.09448242
613,2022-07-18 21:53,19.72829437
614,2022-07-18 21:59,1.759161234
615,2022-07-18 22:07,18.90352058
616,2022-07-18 22:29,17.87796593
617,2022-07-18 22:53,8.987402916
618,2022-07-18 22:56,8.38953495
619,2022-07-18 23:01,18.57266426
620,2022-07-18 23:03,7.075008869
621,2022-07-18 23:05,7.490187168
622,2022-07-18 23:07,7.693435192
623,2022-07-18 23:17,2.067736149
624,2022-07-18 23:20,1.676477671
625,2022-07-18 23:21,16.76125336
626,2022-07-18 23:24,9.763436317
627,2022-07-18 23:26,19.91547966
628,2022-07-18 23:28,16.50667191
629,2022-07-18 23:32,22.19239998
630,2022-07-18 23:40,14.06489563
631,2022-07-18 23:44,8.115234375
632,2022-07-18 23:46,15.41048717
633,2022-07-18 23:48,11.46798325
634,2022-07-18 23:52,17.95465851
635,2022-07-18 23:55,12.19228649
636,2022-07-18 23:57,3.794564962
637,2022-07-18 23:59,8.831742287
638,2022-07-19 0:01,8.587100029
639,2022-07-19 0:03,14.27686882
640,2022-07-19 0:11,20.71155548
641,2022-07-19 0:14,15.30982876
642,2022-07-19 0:20,9.965795517
643,2022-07-19 0:26,8.701238632
644,2022-07-19 0:28,6.581622601
645,2022-07-19 0:30,9.848207474
646,2022-07-19 0:31,19.98015976
647,2022-07-19 0:33,9.387498856
648,2022-07-19 0:37,18.95552063
649,2022-07-19 0:45,21.23687935
650,2022-07-19 0:48,19.57329559
651,2022-07-19 0:58,16.46789551
652,2022-07-19 1:08,12.7704792
653,2022-07-19 1:10,1.897489905
654,2022-07-19 1:13,1.878627658
655,2022-07-19 1:15,1.859226704
656,2022-07-19 1:19,1.870643497
657,2022-07-19 1:21,1.865139961
658,2022-07-19 1:47,1.851934433
659,2022-07-19 1:50,1.854001522
660,2022-07-19 2:03,1.823061585
661,2022-07-19 2:05,1.845380902
662,2022-07-19 2:15,1.853330016
663,2022-07-19 2:16,1.831680059
664,2022-07-19 2:19,1.847117186
665,2022-07-19 2:23,1.842538834
666,2022-07-19 2:25,1.852469087
667,2022-07-19 2:27,1.820531368
668,2022-07-19 2:29,1.847040653
669,2022-07-19 2:31,1.847703934
670,2022-07-19 2:34,1.836164832
671,2022-07-19 2:38,1.85219276
672,2022-07-19 2:40,1.852874279
673,2022-07-19 2:43,1.844792604
674,2022-07-19 2:51,1.858678102
675,2022-07-19 3:02,1.829908252
676,2022-07-19 3:05,1.850952268
677,2022-07-19 3:07,1.841453791
678,2022-07-19 3:08,1.8401649
679,2022-07-19 3:11,1.832088113
680,2022-07-19 3:13,1.80491364
681,2022-07-19 3:14,1.804968715
682,2022-07-19 3:17,1.814073324
683,2022-07-19 3:20,1.844631433
684,2022-07-19 3:29,1.819705606
685,2022-07-19 3:33,1.833711267
686,2022-07-19 3:46,1.835056305
687,2022-07-19 3:50,1.848716259
688,2022-07-19 3:55,1.852171659
689,2022-07-19 3:57,1.841429234
690,2022-07-19 4:01,1.843809009
691,2022-07-19 4:13,1.848857641
692,2022-07-19 4:21,1.845274448
693,2022-07-19 4:24,1.808822155
694,2022-07-19 4:27,1.788761616
695,2022-07-19 4:31,1.799671531
696,2022-07-19 4:34,1.819161654
697,2022-07-19 4:41,1.82624948
698,2022-07-19 4:43,1.816719413
699,2022-07-19 4:49,1.829330325
700,2022-07-19 4:51,1.810610294
701,2022-07-19 5:09,1.802859426
702,2022-07-19 5:26,1.805064797
703,2022-07-19 5:28,1.841827869
704,2022-07-19 5:37,1.842010617
705,2022-07-19 5:57,1.839845538
706,2022-07-19 5:59,1.845755935
707,2022-07-19 6:02,1.836171985
708,2022-07-19 6:07,1.855880499
709,2022-07-19 6:10,1.866341829
710,2022-07-19 6:15,1.850196362
711,2022-07-19 6:17,1.844736934
712,2022-07-19 6:20,1.830920577
713,2022-07-19 6:30,1.836032033
714,2022-07-19 6:40,1.828027964
715,2022-07-19 6:47,1.868900776
716,2022-07-19 6:51,1.855190992
717,2022-07-19 6:58,15.35293102
718,2022-07-19 7:02,16.15412903
719,2022-07-19 7:06,17.18635559
720,2022-07-19 7:08,14.79162407
721,2022-07-19 7:16,1.581781864
722,2022-07-19 7:19,13.66122341
723,2022-07-19 7:21,17.56095505
724,2022-07-19 7:23,16.15346718
725,2022-07-19 7:34,4.140884876
726,2022-07-19 7:39,14.59288216
727,2022-07-19 7:43,14.1761055
728,2022-07-19 7:49,14.73531818
729,2022-07-19 7:53,18.14585114
730,2022-07-19 7:55,17.06803703
731,2022-07-19 7:59,13.66405106
732,2022-07-19 8:13,17.73563385
733,2022-07-19 8:18,17.84158516
734,2022-07-19 8:22,16.87369728
735,2022-07-19 8:24,1.61089921
