idx,lineno,itemno,Order_date,day_night_type,product_date,quantity,cnt
55680258,1200,77211-G6000-100,44789,2,2022-08-16 20:52,3,18161125
55680259,1200,77221-G6000-100,44789,2,2022-08-16 20:52,3,18161125
55680261,1200,77211-G6000-100,44789,2,2022-08-16 20:53,3,18161128
55680262,1200,77221-G6000-100,44789,2,2022-08-16 20:53,3,18161128
55680264,1200,77211-G6000-100,44789,2,2022-08-16 20:53,3,18161131
55680265,1200,77221-G6000-100,44789,2,2022-08-16 20:53,3,18161131
55680267,1200,77211-G6000-100,44789,2,2022-08-16 20:53,2,18161133
55680268,1200,77221-G6000-100,44789,2,2022-08-16 20:53,2,18161133
55680270,1200,77211-G6000-100,44789,2,2022-08-16 20:53,1,18161134
55680271,1200,77221-G6000-100,44789,2,2022-08-16 20:53,1,18161134
55680273,1200,77211-G6000-100,44789,2,2022-08-16 20:54,2,18161136
55680274,1200,77221-G6000-100,44789,2,2022-08-16 20:54,2,18161136
55680275,1200,77211-G6000-100,44789,2,2022-08-16 20:54,3,18161139
55680276,1200,77221-G6000-100,44789,2,2022-08-16 20:54,3,18161139
55680278,1200,77211-G6000-100,44789,2,2022-08-16 20:54,3,18161142
55680279,1200,77221-G6000-100,44789,2,2022-08-16 20:54,3,18161142
55680280,1200,77211-G6000-100,44789,2,2022-08-16 20:55,3,18161145
55680281,1200,77221-G6000-100,44789,2,2022-08-16 20:55,3,18161145
55680282,1200,77211-G6000-100,44789,2,2022-08-16 20:55,3,18161148
55680283,1200,77221-G6000-100,44789,2,2022-08-16 20:55,3,18161148
55680284,1200,77211-G6000-100,44789,2,2022-08-16 20:56,3,18161151
55680285,1200,77221-G6000-100,44789,2,2022-08-16 20:56,3,18161151
55680287,1200,77211-G6000-100,44789,2,2022-08-16 20:56,3,18161154
55680288,1200,77221-G6000-100,44789,2,2022-08-16 20:56,3,18161154
55680289,1200,77211-G6000-100,44789,2,2022-08-16 20:56,3,18161157
55680290,1200,77221-G6000-100,44789,2,2022-08-16 20:56,3,18161157
55680292,1200,77211-G6000-100,44789,2,2022-08-16 20:57,3,18161160
55680293,1200,77221-G6000-100,44789,2,2022-08-16 20:57,3,18161160
55680296,1200,77211-G6000-100,44789,2,2022-08-16 20:57,3,18161163
55680297,1200,77221-G6000-100,44789,2,2022-08-16 20:57,3,18161163
55680299,1200,77211-G6000-100,44789,2,2022-08-16 20:57,3,18161166
55680300,1200,77221-G6000-100,44789,2,2022-08-16 20:57,3,18161166
55680302,1200,77211-G6000-100,44789,2,2022-08-16 20:58,3,18161169
55680303,1200,77221-G6000-100,44789,2,2022-08-16 20:58,3,18161169
55680306,1200,77211-G6000-100,44789,2,2022-08-16 20:58,3,18161172
55680307,1200,77221-G6000-100,44789,2,2022-08-16 20:58,3,18161172
55680308,1200,77211-G6000-100,44789,2,2022-08-16 20:59,3,18161175
55680309,1200,77221-G6000-100,44789,2,2022-08-16 20:59,3,18161175
55680311,1200,77211-G6000-100,44789,2,2022-08-16 20:59,3,18161178
55680312,1200,77221-G6000-100,44789,2,2022-08-16 20:59,3,18161178
55680314,1200,77211-G6000-100,44789,2,2022-08-16 20:59,3,18161181
55680315,1200,77221-G6000-100,44789,2,2022-08-16 20:59,3,18161181
55680317,1200,77211-G6000-100,44789,2,2022-08-16 21:00,2,18161183
55680318,1200,77221-G6000-100,44789,2,2022-08-16 21:00,2,18161183
55680320,1200,77211-G6000-100,44789,2,2022-08-16 21:00,3,18161186
55680321,1200,77221-G6000-100,44789,2,2022-08-16 21:00,3,18161186
55680324,1200,77211-G6000-100,44789,2,2022-08-16 21:00,3,18161189
55680325,1200,77221-G6000-100,44789,2,2022-08-16 21:00,3,18161189
55680326,1200,77211-G6000-100,44789,2,2022-08-16 21:01,3,18161192
55680327,1200,77221-G6000-100,44789,2,2022-08-16 21:01,3,18161192
55680329,1200,77211-G6000-100,44789,2,2022-08-16 21:01,3,18161195
55680330,1200,77221-G6000-100,44789,2,2022-08-16 21:01,3,18161195
55680333,1200,77211-G6000-100,44789,2,2022-08-16 21:02,3,18161198
55680334,1200,77221-G6000-100,44789,2,2022-08-16 21:02,3,18161198
55680335,1200,77211-G6000-100,44789,2,2022-08-16 21:02,3,18161201
55680336,1200,77221-G6000-100,44789,2,2022-08-16 21:02,3,18161201
55680339,1200,77211-G6000-100,44789,2,2022-08-16 21:02,3,18161204
55680340,1200,77221-G6000-100,44789,2,2022-08-16 21:02,3,18161204
55680341,1200,77211-G6000-100,44789,2,2022-08-16 21:03,3,18161207
55680342,1200,77221-G6000-100,44789,2,2022-08-16 21:03,3,18161207
55680344,1200,77211-G6000-100,44789,2,2022-08-16 21:03,3,18161210
55680345,1200,77221-G6000-100,44789,2,2022-08-16 21:03,3,18161210
55680347,1200,77211-G6000-100,44789,2,2022-08-16 21:03,3,18161213
55680348,1200,77221-G6000-100,44789,2,2022-08-16 21:03,3,18161213
55680351,1200,77211-G6000-100,44789,2,2022-08-16 21:04,3,18161216
55680352,1200,77221-G6000-100,44789,2,2022-08-16 21:04,3,18161216
55680353,1200,77211-G6000-100,44789,2,2022-08-16 21:04,3,18161219
55680354,1200,77221-G6000-100,44789,2,2022-08-16 21:04,3,18161219
55680357,1200,77211-G6000-100,44789,2,2022-08-16 21:05,3,18161222
55680358,1200,77221-G6000-100,44789,2,2022-08-16 21:05,3,18161222
55680359,1200,77211-G6000-100,44789,2,2022-08-16 21:05,2,18161224
55680360,1200,77221-G6000-100,44789,2,2022-08-16 21:05,2,18161224
55680362,1200,77211-G6000-100,44789,2,2022-08-16 21:05,3,18161227
55680363,1200,77221-G6000-100,44789,2,2022-08-16 21:05,3,18161227
55680365,1200,77211-G6000-100,44789,2,2022-08-16 21:06,3,18161230
55680366,1200,77221-G6000-100,44789,2,2022-08-16 21:06,3,18161230
55680369,1200,77211-G6000-100,44789,2,2022-08-16 21:06,3,18161233
55680370,1200,77221-G6000-100,44789,2,2022-08-16 21:06,3,18161233
55680371,1200,77211-G6000-100,44789,2,2022-08-16 21:06,3,18161236
55680372,1200,77221-G6000-100,44789,2,2022-08-16 21:06,3,18161236
55680374,1200,77211-G6000-100,44789,2,2022-08-16 21:07,3,18161239
55680375,1200,77221-G6000-100,44789,2,2022-08-16 21:07,3,18161239
55680377,1200,77211-G6000-100,44789,2,2022-08-16 21:07,3,18161242
55680378,1200,77221-G6000-100,44789,2,2022-08-16 21:07,3,18161242
55680380,1200,77211-G6000-100,44789,2,2022-08-16 21:07,3,18161245
55680381,1200,77221-G6000-100,44789,2,2022-08-16 21:07,3,18161245
55680387,1200,77211-G6000-100,44789,2,2022-08-16 21:09,1,18161246
55680388,1200,77221-G6000-100,44789,2,2022-08-16 21:09,1,18161246
55680390,1200,77211-G6000-100,44789,2,2022-08-16 21:09,1,18161247
55680391,1200,77221-G6000-100,44789,2,2022-08-16 21:09,1,18161247
55680393,1200,77211-G6000-100,44789,2,2022-08-16 21:09,2,18161249
55680394,1200,77221-G6000-100,44789,2,2022-08-16 21:09,2,18161249
55680395,1200,77211-G6000-100,44789,2,2022-08-16 21:10,3,18161252
55680396,1200,77221-G6000-100,44789,2,2022-08-16 21:10,3,18161252
55680398,1200,77211-G6000-100,44789,2,2022-08-16 21:10,3,18161255
55680399,1200,77221-G6000-100,44789,2,2022-08-16 21:10,3,18161255
55680402,1200,77211-G6000-100,44789,2,2022-08-16 21:10,3,18161258
55680403,1200,77221-G6000-100,44789,2,2022-08-16 21:10,3,18161258
55680404,1200,77211-G6000-100,44789,2,2022-08-16 21:11,3,18161261
55680405,1200,77221-G6000-100,44789,2,2022-08-16 21:11,3,18161261
55680407,1200,77211-G6000-100,44789,2,2022-08-16 21:11,3,18161264
55680408,1200,77221-G6000-100,44789,2,2022-08-16 21:11,3,18161264
55680410,1200,77211-G6000-100,44789,2,2022-08-16 21:12,3,18161267
55680411,1200,77221-G6000-100,44789,2,2022-08-16 21:12,3,18161267
55680413,1200,77211-G6000-100,44789,2,2022-08-16 21:12,3,18161270
55680414,1200,77221-G6000-100,44789,2,2022-08-16 21:12,3,18161270
55680416,1200,77211-G6000-100,44789,2,2022-08-16 21:12,3,18161273
55680417,1200,77221-G6000-100,44789,2,2022-08-16 21:12,3,18161273
55680420,1200,77211-G6000-100,44789,2,2022-08-16 21:13,3,18161276
55680421,1200,77221-G6000-100,44789,2,2022-08-16 21:13,3,18161276
55680422,1200,77211-G6000-100,44789,2,2022-08-16 21:13,3,18161279
55680423,1200,77221-G6000-100,44789,2,2022-08-16 21:13,3,18161279
55680424,1200,77211-G6000-100,44789,2,2022-08-16 21:13,3,18161282
55680425,1200,77221-G6000-100,44789,2,2022-08-16 21:13,3,18161282
55680427,1200,77211-G6000-100,44789,2,2022-08-16 21:14,3,18161285
55680428,1200,77221-G6000-100,44789,2,2022-08-16 21:14,3,18161285
55680431,1200,77211-G6000-100,44789,2,2022-08-16 21:14,3,18161288
55680432,1200,77221-G6000-100,44789,2,2022-08-16 21:14,3,18161288
55680433,1200,77211-G6000-100,44789,2,2022-08-16 21:15,3,18161291
55680434,1200,77221-G6000-100,44789,2,2022-08-16 21:15,3,18161291
55680437,1200,77211-G6000-100,44789,2,2022-08-16 21:15,3,18161294
55680438,1200,77221-G6000-100,44789,2,2022-08-16 21:15,3,18161294
55680439,1200,77211-G6000-100,44789,2,2022-08-16 21:15,3,18161297
55680440,1200,77221-G6000-100,44789,2,2022-08-16 21:15,3,18161297
55680442,1200,77211-G6000-100,44789,2,2022-08-16 21:16,3,18161300
55680443,1200,77221-G6000-100,44789,2,2022-08-16 21:16,3,18161300
55680445,1200,77211-G6000-100,44789,2,2022-08-16 21:16,2,18161302
55680446,1200,77221-G6000-100,44789,2,2022-08-16 21:16,2,18161302
55680449,1200,77211-G6000-100,44789,2,2022-08-16 21:16,3,18161305
55680450,1200,77221-G6000-100,44789,2,2022-08-16 21:16,3,18161305
55680451,1200,77211-G6000-100,44789,2,2022-08-16 21:17,3,18161308
55680452,1200,77221-G6000-100,44789,2,2022-08-16 21:17,3,18161308
55680454,1200,77211-G6000-100,44789,2,2022-08-16 21:17,3,18161311
55680455,1200,77221-G6000-100,44789,2,2022-08-16 21:17,3,18161311
55680457,1200,77211-G6000-100,44789,2,2022-08-16 21:18,3,18161314
55680458,1200,77221-G6000-100,44789,2,2022-08-16 21:18,3,18161314
55680460,1200,77211-G6000-100,44789,2,2022-08-16 21:18,3,18161317
55680461,1200,77221-G6000-100,44789,2,2022-08-16 21:18,3,18161317
55680463,1200,77211-G6000-100,44789,2,2022-08-16 21:18,3,18161320
55680464,1200,77221-G6000-100,44789,2,2022-08-16 21:18,3,18161320
55680467,1200,77211-G6000-100,44789,2,2022-08-16 21:19,3,18161323
55680468,1200,77221-G6000-100,44789,2,2022-08-16 21:19,3,18161323
55680469,1200,77211-G6000-100,44789,2,2022-08-16 21:19,3,18161326
55680470,1200,77221-G6000-100,44789,2,2022-08-16 21:19,3,18161326
55680472,1200,77211-G6000-100,44789,2,2022-08-16 21:19,3,18161329
55680473,1200,77221-G6000-100,44789,2,2022-08-16 21:19,3,18161329
55680476,1200,77211-G6000-100,44789,2,2022-08-16 21:20,3,18161332
55680477,1200,77221-G6000-100,44789,2,2022-08-16 21:20,3,18161332
55680478,1200,77211-G6000-100,44789,2,2022-08-16 21:20,3,18161335
55680479,1200,77221-G6000-100,44789,2,2022-08-16 21:20,3,18161335
55680481,1200,77211-G6000-100,44789,2,2022-08-16 21:21,3,18161338
55680482,1200,77221-G6000-100,44789,2,2022-08-16 21:21,3,18161338
55680485,1200,77211-G6000-100,44789,2,2022-08-16 21:21,3,18161341
55680486,1200,77221-G6000-100,44789,2,2022-08-16 21:21,3,18161341
55680487,1200,77211-G6000-100,44789,2,2022-08-16 21:21,3,18161344
55680488,1200,77221-G6000-100,44789,2,2022-08-16 21:21,3,18161344
55680490,1200,77211-G6000-100,44789,2,2022-08-16 21:22,2,18161346
55680491,1200,77221-G6000-100,44789,2,2022-08-16 21:22,2,18161346
55680493,1200,77211-G6000-100,44789,2,2022-08-16 21:22,3,18161349
55680494,1200,77221-G6000-100,44789,2,2022-08-16 21:22,3,18161349
55680497,1200,77211-G6000-100,44789,2,2022-08-16 21:22,3,18161352
55680498,1200,77221-G6000-100,44789,2,2022-08-16 21:22,3,18161352
55680499,1200,77211-G6000-100,44789,2,2022-08-16 21:23,3,18161355
55680500,1200,77221-G6000-100,44789,2,2022-08-16 21:23,3,18161355
55680502,1200,77211-G6000-100,44789,2,2022-08-16 21:23,3,18161358
55680503,1200,77221-G6000-100,44789,2,2022-08-16 21:23,3,18161358
55680508,1200,77211-G6000-100,44789,2,2022-08-16 21:24,1,18161359
55680509,1200,77221-G6000-100,44789,2,2022-08-16 21:24,1,18161359
55680511,1200,77211-G6000-100,44789,2,2022-08-16 21:25,2,18161361
55680512,1200,77221-G6000-100,44789,2,2022-08-16 21:25,2,18161361
55680543,1200,77211-G6000-100,44789,2,2022-08-16 21:35,2,18161363
55680544,1200,77221-G6000-100,44789,2,2022-08-16 21:35,2,18161363
55680546,1200,77211-G6000-100,44789,2,2022-08-16 21:36,5,18161368
55680547,1200,77221-G6000-100,44789,2,2022-08-16 21:36,5,18161368
55680550,1200,77211-G6000-100,44789,2,2022-08-16 21:37,1,18161369
55680551,1200,77221-G6000-100,44789,2,2022-08-16 21:37,1,18161369
55680553,1200,77211-G6000-100,44789,2,2022-08-16 21:37,3,18161372
55680554,1200,77221-G6000-100,44789,2,2022-08-16 21:37,3,18161372
55680556,1200,77211-G6000-100,44789,2,2022-08-16 21:37,2,18161374
55680557,1200,77221-G6000-100,44789,2,2022-08-16 21:37,2,18161374
55680559,1200,77211-G6000-100,44789,2,2022-08-16 21:38,3,18161377
55680560,1200,77221-G6000-100,44789,2,2022-08-16 21:38,3,18161377
55680563,1200,77211-G6000-100,44789,2,2022-08-16 21:38,3,18161380
55680564,1200,77221-G6000-100,44789,2,2022-08-16 21:38,3,18161380
55680565,1200,77211-G6000-100,44789,2,2022-08-16 21:38,3,18161383
55680566,1200,77221-G6000-100,44789,2,2022-08-16 21:38,3,18161383
55680568,1200,77211-G6000-100,44789,2,2022-08-16 21:39,3,18161386
55680569,1200,77221-G6000-100,44789,2,2022-08-16 21:39,3,18161386
55680571,1200,77211-G6000-100,44789,2,2022-08-16 21:39,3,18161389
55680572,1200,77221-G6000-100,44789,2,2022-08-16 21:39,3,18161389
55680574,1200,77211-G6000-100,44789,2,2022-08-16 21:39,1,18161390
55680575,1200,77221-G6000-100,44789,2,2022-08-16 21:39,1,18161390
55680580,1200,77211-G6000-100,44789,2,2022-08-16 21:41,1,18161391
55680581,1200,77221-G6000-100,44789,2,2022-08-16 21:41,1,18161391
55680584,1200,77211-G6000-100,44789,2,2022-08-16 21:41,3,18161394
55680585,1200,77221-G6000-100,44789,2,2022-08-16 21:41,3,18161394
55680586,1200,77211-G6000-100,44789,2,2022-08-16 21:42,3,18161397
55680587,1200,77221-G6000-100,44789,2,2022-08-16 21:42,3,18161397
55680589,1200,77211-G6000-100,44789,2,2022-08-16 21:42,2,18161399
55680590,1200,77221-G6000-100,44789,2,2022-08-16 21:42,2,18161399
55680592,1200,77211-G6000-100,44789,2,2022-08-16 21:42,1,18161400
55680593,1200,77221-G6000-100,44789,2,2022-08-16 21:42,1,18161400
55680594,1200,77211-G6000-100,44789,2,2022-08-16 21:42,2,18161402
55680595,1200,77221-G6000-100,44789,2,2022-08-16 21:42,2,18161402
55680597,1200,77211-G6000-100,44789,2,2022-08-16 21:43,3,18161405
55680598,1200,77221-G6000-100,44789,2,2022-08-16 21:43,3,18161405
55680601,1200,77211-G6000-100,44789,2,2022-08-16 21:43,3,18161408
55680602,1200,77221-G6000-100,44789,2,2022-08-16 21:43,3,18161408
55680604,1200,77211-G6000-100,44789,2,2022-08-16 21:44,3,18161411
55680605,1200,77221-G6000-100,44789,2,2022-08-16 21:44,3,18161411
55680608,1200,77211-G6000-100,44789,2,2022-08-16 21:44,3,18161414
55680609,1200,77221-G6000-100,44789,2,2022-08-16 21:44,3,18161414
55680610,1200,77211-G6000-100,44789,2,2022-08-16 21:44,3,18161417
55680611,1200,77221-G6000-100,44789,2,2022-08-16 21:44,3,18161417
55680613,1200,77211-G6000-100,44789,2,2022-08-16 21:45,3,18161420
55680614,1200,77221-G6000-100,44789,2,2022-08-16 21:45,3,18161420
55680616,1200,77211-G6000-100,44789,2,2022-08-16 21:45,3,18161423
55680617,1200,77221-G6000-100,44789,2,2022-08-16 21:45,3,18161423
55680620,1200,77211-G6000-100,44789,2,2022-08-16 21:45,3,18161426
55680621,1200,77221-G6000-100,44789,2,2022-08-16 21:45,3,18161426
55680622,1200,77211-G6000-100,44789,2,2022-08-16 21:46,3,18161429
55680623,1200,77221-G6000-100,44789,2,2022-08-16 21:46,3,18161429
55680626,1200,77211-G6000-100,44789,2,2022-08-16 21:46,3,18161432
55680627,1200,77221-G6000-100,44789,2,2022-08-16 21:46,3,18161432
55680628,1200,77211-G6000-100,44789,2,2022-08-16 21:47,3,18161435
55680629,1200,77221-G6000-100,44789,2,2022-08-16 21:47,3,18161435
55680630,1200,77211-G6000-100,44789,2,2022-08-16 21:47,3,18161438
55680631,1200,77221-G6000-100,44789,2,2022-08-16 21:47,3,18161438
55680632,1200,77211-G6000-100,44789,2,2022-08-16 21:47,3,18161441
55680633,1200,77221-G6000-100,44789,2,2022-08-16 21:47,3,18161441
55680634,1200,77211-G6000-100,44789,2,2022-08-16 21:48,3,18161444
55680635,1200,77221-G6000-100,44789,2,2022-08-16 21:48,3,18161444
55680636,1200,77211-G6000-100,44789,2,2022-08-16 21:48,1,18161445
55680637,1200,77221-G6000-100,44789,2,2022-08-16 21:48,1,18161445
55680640,1200,77211-G6000-100,44789,2,2022-08-16 21:51,1,18161446
55680641,1200,77221-G6000-100,44789,2,2022-08-16 21:51,1,18161446
55680642,1200,77211-G6000-100,44789,2,2022-08-16 21:52,3,18161449
55680643,1200,77221-G6000-100,44789,2,2022-08-16 21:52,3,18161449
55680644,1200,77211-G6000-100,44789,2,2022-08-16 21:52,3,18161452
55680645,1200,77221-G6000-100,44789,2,2022-08-16 21:52,3,18161452
55680646,1200,77211-G6000-100,44789,2,2022-08-16 21:53,3,18161455
55680647,1200,77221-G6000-100,44789,2,2022-08-16 21:53,3,18161455
55680648,1200,77211-G6000-100,44789,2,2022-08-16 21:53,3,18161458
55680649,1200,77221-G6000-100,44789,2,2022-08-16 21:53,3,18161458
55680650,1200,77211-G6000-100,44789,2,2022-08-16 21:53,2,18161460
55680651,1200,77221-G6000-100,44789,2,2022-08-16 21:53,2,18161460
55680652,1200,77211-G6000-100,44789,2,2022-08-16 21:53,1,18161461
55680653,1200,77221-G6000-100,44789,2,2022-08-16 21:53,1,18161461
55680654,1200,77211-G6000-100,44789,2,2022-08-16 21:54,2,18161463
55680655,1200,77221-G6000-100,44789,2,2022-08-16 21:54,2,18161463
55680656,1200,77211-G6000-100,44789,2,2022-08-16 21:54,3,18161466
55680657,1200,77221-G6000-100,44789,2,2022-08-16 21:54,3,18161466
55680658,1200,77211-G6000-100,44789,2,2022-08-16 21:54,3,18161469
55680659,1200,77221-G6000-100,44789,2,2022-08-16 21:54,3,18161469
55680660,1200,77211-G6000-100,44789,2,2022-08-16 21:55,3,18161472
55680661,1200,77221-G6000-100,44789,2,2022-08-16 21:55,3,18161472
55680662,1200,77211-G6000-100,44789,2,2022-08-16 21:55,3,18161475
55680663,1200,77221-G6000-100,44789,2,2022-08-16 21:55,3,18161475
55680664,1200,77211-G6000-100,44789,2,2022-08-16 21:55,3,18161478
55680665,1200,77221-G6000-100,44789,2,2022-08-16 21:55,3,18161478
55680666,1200,77211-G6000-100,44789,2,2022-08-16 21:56,3,18161481
55680667,1200,77221-G6000-100,44789,2,2022-08-16 21:56,3,18161481
55680668,1200,77211-G6000-100,44789,2,2022-08-16 21:56,3,18161484
55680669,1200,77221-G6000-100,44789,2,2022-08-16 21:56,3,18161484
55680670,1200,77211-G6000-100,44789,2,2022-08-16 21:57,3,18161487
55680671,1200,77221-G6000-100,44789,2,2022-08-16 21:57,3,18161487
55680672,1200,77211-G6000-100,44789,2,2022-08-16 21:57,3,18161490
55680673,1200,77221-G6000-100,44789,2,2022-08-16 21:57,3,18161490
55680674,1200,77211-G6000-100,44789,2,2022-08-16 21:57,3,18161493
55680675,1200,77221-G6000-100,44789,2,2022-08-16 21:57,3,18161493
55680676,1200,77211-G6000-100,44789,2,2022-08-16 21:58,3,18161496
55680677,1200,77221-G6000-100,44789,2,2022-08-16 21:58,3,18161496
55680678,1200,77211-G6000-100,44789,2,2022-08-16 21:58,3,18161499
55680679,1200,77221-G6000-100,44789,2,2022-08-16 21:58,3,18161499
55680680,1200,77211-G6000-100,44789,2,2022-08-16 21:58,3,18161502
55680681,1200,77221-G6000-100,44789,2,2022-08-16 21:58,3,18161502
55680682,1200,77211-G6000-100,44789,2,2022-08-16 21:59,1,18161503
55680683,1200,77221-G6000-100,44789,2,2022-08-16 21:59,1,18161503
55680684,1200,77211-G6000-100,44789,2,2022-08-16 22:00,1,18161504
55680685,1200,77221-G6000-100,44789,2,2022-08-16 22:00,1,18161504
55680686,1200,77211-G6000-100,44789,2,2022-08-16 22:00,1,18161505
55680687,1200,77221-G6000-100,44789,2,2022-08-16 22:00,1,18161505
55680688,1200,77211-G6000-100,44789,2,2022-08-16 22:01,2,18161507
55680689,1200,77221-G6000-100,44789,2,2022-08-16 22:01,2,18161507
55680690,1200,77211-G6000-100,44789,2,2022-08-16 22:01,3,18161510
55680691,1200,77221-G6000-100,44789,2,2022-08-16 22:01,3,18161510
55680692,1200,77211-G6000-100,44789,2,2022-08-16 22:01,3,18161513
55680693,1200,77221-G6000-100,44789,2,2022-08-16 22:01,3,18161513
55680694,1200,77211-G6000-100,44789,2,2022-08-16 22:02,3,18161516
55680695,1200,77221-G6000-100,44789,2,2022-08-16 22:02,3,18161516
55680696,1200,77211-G6000-100,44789,2,2022-08-16 22:02,3,18161519
55680697,1200,77221-G6000-100,44789,2,2022-08-16 22:02,3,18161519
55680698,1200,77211-G6000-100,44789,2,2022-08-16 22:03,3,18161522
55680699,1200,77221-G6000-100,44789,2,2022-08-16 22:03,3,18161522
55680700,1200,77211-G6000-100,44789,2,2022-08-16 22:03,3,18161525
55680701,1200,77221-G6000-100,44789,2,2022-08-16 22:03,3,18161525
55680702,1200,77211-G6000-100,44789,2,2022-08-16 22:03,3,18161528
55680703,1200,77221-G6000-100,44789,2,2022-08-16 22:03,3,18161528
55680704,1200,77211-G6000-100,44789,2,2022-08-16 22:04,3,18161531
55680705,1200,77221-G6000-100,44789,2,2022-08-16 22:04,3,18161531
55680706,1200,77211-G6000-100,44789,2,2022-08-16 22:04,3,18161534
55680707,1200,77221-G6000-100,44789,2,2022-08-16 22:04,3,18161534
55680708,1200,77211-G6000-100,44789,2,2022-08-16 22:04,3,18161537
55680709,1200,77221-G6000-100,44789,2,2022-08-16 22:04,3,18161537
55680710,1200,77211-G6000-100,44789,2,2022-08-16 22:05,3,18161540
55680711,1200,77221-G6000-100,44789,2,2022-08-16 22:05,3,18161540
55680712,1200,77211-G6000-100,44789,2,2022-08-16 22:05,3,18161543
55680713,1200,77221-G6000-100,44789,2,2022-08-16 22:05,3,18161543
55680714,1200,77211-G6000-100,44789,2,2022-08-16 22:06,3,18161546
55680715,1200,77221-G6000-100,44789,2,2022-08-16 22:06,3,18161546
55680716,1200,77211-G6000-100,44789,2,2022-08-16 22:06,3,18161549
55680717,1200,77221-G6000-100,44789,2,2022-08-16 22:06,3,18161549
55680718,1200,77211-G6000-100,44789,2,2022-08-16 22:06,3,18161552
55680719,1200,77221-G6000-100,44789,2,2022-08-16 22:06,3,18161552
55680720,1200,77211-G6000-100,44789,2,2022-08-16 22:07,3,18161555
55680721,1200,77221-G6000-100,44789,2,2022-08-16 22:07,3,18161555
55680722,1200,77211-G6000-100,44789,2,2022-08-16 22:07,2,18161557
55680723,1200,77221-G6000-100,44789,2,2022-08-16 22:07,2,18161557
55680724,1200,77211-G6000-100,44789,2,2022-08-16 22:07,1,18161558
55680725,1200,77221-G6000-100,44789,2,2022-08-16 22:07,1,18161558
55680726,1200,77211-G6000-100,44789,2,2022-08-16 22:07,2,18161560
55680727,1200,77221-G6000-100,44789,2,2022-08-16 22:07,2,18161560
55680728,1200,77211-G6000-100,44789,2,2022-08-16 22:07,1,18161561
55680729,1200,77221-G6000-100,44789,2,2022-08-16 22:07,1,18161561
55680730,1200,77211-G6000-100,44789,2,2022-08-16 22:08,2,18161563
55680731,1200,77221-G6000-100,44789,2,2022-08-16 22:08,2,18161563
55680732,1200,77211-G6000-100,44789,2,2022-08-16 22:08,3,18161566
55680733,1200,77221-G6000-100,44789,2,2022-08-16 22:08,3,18161566
55680734,1200,77211-G6000-100,44789,2,2022-08-16 22:09,3,18161569
55680735,1200,77221-G6000-100,44789,2,2022-08-16 22:09,3,18161569
55680736,1200,77211-G6000-100,44789,2,2022-08-16 22:09,3,18161572
55680737,1200,77221-G6000-100,44789,2,2022-08-16 22:09,3,18161572
55680738,1200,77211-G6000-100,44789,2,2022-08-16 22:09,3,18161575
55680739,1200,77221-G6000-100,44789,2,2022-08-16 22:09,3,18161575
55680740,1200,77211-G6000-100,44789,2,2022-08-16 22:10,3,18161578
55680741,1200,77221-G6000-100,44789,2,2022-08-16 22:10,3,18161578
55680742,1200,77211-G6000-100,44789,2,2022-08-16 22:10,3,18161581
55680743,1200,77221-G6000-100,44789,2,2022-08-16 22:10,3,18161581
55680744,1200,77211-G6000-100,44789,2,2022-08-16 22:10,3,18161584
55680745,1200,77221-G6000-100,44789,2,2022-08-16 22:10,3,18161584
55680746,1200,77211-G6000-100,44789,2,2022-08-16 22:11,3,18161587
55680747,1200,77221-G6000-100,44789,2,2022-08-16 22:11,3,18161587
55680748,1200,77211-G6000-100,44789,2,2022-08-16 22:11,3,18161590
55680749,1200,77221-G6000-100,44789,2,2022-08-16 22:11,3,18161590
55680750,1200,77211-G6000-100,44789,2,2022-08-16 22:12,3,18161593
55680751,1200,77221-G6000-100,44789,2,2022-08-16 22:12,3,18161593
55680752,1200,77211-G6000-100,44789,2,2022-08-16 22:12,3,18161596
55680753,1200,77221-G6000-100,44789,2,2022-08-16 22:12,3,18161596
55680754,1200,77211-G6000-100,44789,2,2022-08-16 22:12,3,18161599
55680755,1200,77221-G6000-100,44789,2,2022-08-16 22:12,3,18161599
55680756,1200,77211-G6000-100,44789,2,2022-08-16 22:13,3,18161602
55680757,1200,77221-G6000-100,44789,2,2022-08-16 22:13,3,18161602
55680758,1200,77211-G6000-100,44789,2,2022-08-16 22:13,3,18161605
55680759,1200,77221-G6000-100,44789,2,2022-08-16 22:13,3,18161605
55680760,1200,77211-G6000-100,44789,2,2022-08-16 22:13,3,18161608
55680761,1200,77221-G6000-100,44789,2,2022-08-16 22:13,3,18161608
55680762,1200,77211-G6000-100,44789,2,2022-08-16 22:14,3,18161611
55680763,1200,77221-G6000-100,44789,2,2022-08-16 22:14,3,18161611
55680764,1200,77211-G6000-100,44789,2,2022-08-16 22:14,2,18161613
55680765,1200,77221-G6000-100,44789,2,2022-08-16 22:14,2,18161613
55680766,1200,77211-G6000-100,44789,2,2022-08-16 22:14,3,18161616
55680767,1200,77221-G6000-100,44789,2,2022-08-16 22:14,3,18161616
55680768,1200,77211-G6000-100,44789,2,2022-08-16 22:15,3,18161619
55680769,1200,77221-G6000-100,44789,2,2022-08-16 22:15,3,18161619
55680770,1200,77211-G6000-100,44789,2,2022-08-16 22:15,3,18161622
55680771,1200,77221-G6000-100,44789,2,2022-08-16 22:15,3,18161622
55680772,1200,77211-G6000-100,44789,2,2022-08-16 22:18,3,18161625
