itemno,qty,machine,current
9,92,amp_6,6.781359672546387
9,93,amp_1,0.0
9,93,amp_2,2.6767019882048273
9,93,amp_3,0.0
9,93,amp_4,0.0
9,93,amp_5,7.522216796875
9,93,amp_6,6.848387241363525
9,94,amp_1,0.0
9,94,amp_2,2.6767019882048273
9,94,amp_3,0.0
9,94,amp_4,0.0
9,94,amp_5,7.590576171875
9,94,amp_6,6.915415287017822
9,95,amp_1,0.0
9,95,amp_2,2.6767019882048273
9,95,amp_3,0.0
9,95,amp_4,0.0
9,95,amp_5,7.658935546875
9,95,amp_6,6.982442855834961
9,96,amp_1,0.0
9,96,amp_2,2.6767019882048273
9,96,amp_3,0.0
9,96,amp_4,0.0
9,96,amp_5,7.727294921875
9,96,amp_6,7.049470901489258
9,97,amp_1,0.0
9,97,amp_2,2.6767019882048273
9,97,amp_3,0.0
9,97,amp_4,0.0
9,97,amp_5,7.7958984375
9,97,amp_6,7.1164984703063965
9,98,amp_1,0.0
9,98,amp_2,2.6767019882048273
9,98,amp_3,0.0
9,98,amp_4,0.0
9,98,amp_5,7.8642578125
9,98,amp_6,7.183526039123535
9,99,amp_1,0.0
9,99,amp_2,2.6767019882048273
9,99,amp_3,0.0
9,99,amp_4,0.0
9,99,amp_5,7.9326171875
9,99,amp_6,7.250554084777832
10,1,amp_1,0.0
10,1,amp_2,2.7231700370994893
10,1,amp_3,0.0
10,1,amp_4,0.0
10,1,amp_5,1.230224609375
10,1,amp_6,0.6818313002586365
10,2,amp_1,0.0
10,2,amp_2,2.7231700370994893
10,2,amp_3,0.0
10,2,amp_4,0.0
10,2,amp_5,1.298583984375
10,2,amp_6,0.7488590478897095
10,3,amp_1,0.0
10,3,amp_2,2.7231700370994893
10,3,amp_3,0.0
10,3,amp_4,0.0
10,3,amp_5,1.366943359375
10,3,amp_6,0.8158868551254272
10,4,amp_1,0.0
10,4,amp_2,2.7231700370994893
10,4,amp_3,0.0
10,4,amp_4,0.0
10,4,amp_5,1.435546875
10,4,amp_6,0.882914662361145
10,5,amp_1,0.0
10,5,amp_2,2.8375036767289608
10,5,amp_3,0.0
10,5,amp_4,0.0
10,5,amp_5,1.50390625
10,5,amp_6,0.949942409992218
10,6,amp_1,0.0
10,6,amp_2,2.8375036767289608
10,6,amp_3,0.0
10,6,amp_4,0.0
10,6,amp_5,1.572265625
10,6,amp_6,1.016970157623291
10,7,amp_1,0.0
10,7,amp_2,2.7497739034513593
10,7,amp_3,0.0
10,7,amp_4,0.0
10,7,amp_5,1.640625
10,7,amp_6,1.0839979648590088
10,8,amp_1,0.0
10,8,amp_2,2.6767019882048273
10,8,amp_3,0.0
10,8,amp_4,0.0
10,8,amp_5,1.708984375
10,8,amp_6,1.1510257720947266
10,9,amp_1,0.0
10,9,amp_2,2.6767019882048273
10,9,amp_3,0.0
10,9,amp_4,0.0
10,9,amp_5,1.77734375
10,9,amp_6,1.2180535793304443
10,10,amp_1,0.0
10,10,amp_2,2.6767019882048273
10,10,amp_3,0.0
10,10,amp_4,0.0
10,10,amp_5,1.845703125
10,10,amp_6,1.285081386566162
10,11,amp_1,0.0
10,11,amp_2,2.6767019882048273
10,11,amp_3,0.0
10,11,amp_4,0.0
10,11,amp_5,1.9140625
10,11,amp_6,1.3521091938018799
10,12,amp_1,0.0
10,12,amp_2,2.6767019882048273
10,12,amp_3,0.0
10,12,amp_4,0.0
10,12,amp_5,1.982666015625
10,12,amp_6,1.4191370010375977
10,13,amp_1,0.0
10,13,amp_2,2.6767019882048273
10,13,amp_3,0.0
10,13,amp_4,0.0
10,13,amp_5,2.051025390625
10,13,amp_6,1.4861646890640259
10,14,amp_1,0.0
10,14,amp_2,2.6767019882048273
10,14,amp_3,0.0
10,14,amp_4,0.0
10,14,amp_5,2.119384765625
10,14,amp_6,1.5531924962997437
10,15,amp_1,0.0
10,15,amp_2,2.6767019882048273
10,15,amp_3,0.0
10,15,amp_4,0.0
10,15,amp_5,2.187744140625
10,15,amp_6,1.6202201843261719
10,16,amp_1,0.0
10,16,amp_2,2.6767019882048273
10,16,amp_3,0.0
10,16,amp_4,0.0
10,16,amp_5,2.256103515625
10,16,amp_6,1.6872479915618896
10,17,amp_1,0.0
10,17,amp_2,2.6767019882048273
10,17,amp_3,0.0
10,17,amp_4,0.0
10,17,amp_5,2.324462890625
10,17,amp_6,1.7542757987976074
10,18,amp_1,0.0
10,18,amp_2,2.6767019882048273
10,18,amp_3,0.0
10,18,amp_4,0.0
10,18,amp_5,2.392822265625
10,18,amp_6,1.8213036060333252
10,19,amp_1,0.0
10,19,amp_2,2.6767019882048273
10,19,amp_3,0.0
10,19,amp_4,0.0
10,19,amp_5,2.461181640625
10,19,amp_6,1.888331413269043
10,20,amp_1,0.0
10,20,amp_2,2.6767019882048273
10,20,amp_3,0.0
10,20,amp_4,0.0
10,20,amp_5,2.52978515625
10,20,amp_6,1.9553592205047607
10,21,amp_1,0.0
10,21,amp_2,2.6767019882048273
10,21,amp_3,0.0
10,21,amp_4,0.0
10,21,amp_5,2.59814453125
10,21,amp_6,2.0223870277404785
10,22,amp_1,0.0
10,22,amp_2,2.6767019882048273
10,22,amp_3,0.0
10,22,amp_4,0.0
10,22,amp_5,2.66650390625
10,22,amp_6,2.0894148349761963
10,23,amp_1,0.0
10,23,amp_2,2.6767019882048273
10,23,amp_3,0.0
10,23,amp_4,0.0
10,23,amp_5,2.73486328125
10,23,amp_6,2.156442642211914
10,24,amp_1,0.0
10,24,amp_2,2.6767019882048273
10,24,amp_3,0.0
10,24,amp_4,0.0
10,24,amp_5,2.80322265625
10,24,amp_6,2.223470449447632
10,25,amp_1,0.0
10,25,amp_2,2.6767019882048273
10,25,amp_3,0.0
10,25,amp_4,0.0
10,25,amp_5,2.87158203125
10,25,amp_6,2.2904980182647705
10,26,amp_1,0.0
10,26,amp_2,2.6767019882048273
10,26,amp_3,0.0
10,26,amp_4,0.0
10,26,amp_5,2.93994140625
10,26,amp_6,2.3575258255004883
10,27,amp_1,0.0
10,27,amp_2,2.6767019882048273
10,27,amp_3,0.0
10,27,amp_4,0.0
10,27,amp_5,3.00830078125
10,27,amp_6,2.424553632736206
10,28,amp_1,0.0
10,28,amp_2,2.6767019882048273
10,28,amp_3,0.0
10,28,amp_4,0.0
10,28,amp_5,3.076904296875
10,28,amp_6,2.491581439971924
10,29,amp_1,0.0
10,29,amp_2,2.6767019882048273
10,29,amp_3,0.0
10,29,amp_4,0.0
10,29,amp_5,3.145263671875
10,29,amp_6,2.5586092472076416
10,30,amp_1,0.0
10,30,amp_2,2.6767019882048273
10,30,amp_3,0.0
10,30,amp_4,0.0
10,30,amp_5,3.213623046875
10,30,amp_6,2.6256370544433594
10,31,amp_1,0.0
10,31,amp_2,2.6767019882048273
10,31,amp_3,0.0
10,31,amp_4,0.0
10,31,amp_5,3.281982421875
10,31,amp_6,2.692664861679077
10,32,amp_1,0.0
10,32,amp_2,2.6767019882048273
10,32,amp_3,0.0
10,32,amp_4,0.0
10,32,amp_5,3.350341796875
10,32,amp_6,2.759692668914795
10,33,amp_1,0.0
10,33,amp_2,2.6767019882048273
10,33,amp_3,0.0
10,33,amp_4,0.0
10,33,amp_5,3.418701171875
10,33,amp_6,2.8267204761505127
10,34,amp_1,0.0
10,34,amp_2,2.6767019882048273
10,34,amp_3,0.0
10,34,amp_4,0.0
10,34,amp_5,3.487060546875
10,34,amp_6,2.8937482833862305
10,35,amp_1,0.0
10,35,amp_2,2.6767019882048273
10,35,amp_3,0.0
10,35,amp_4,0.0
10,35,amp_5,3.5556640625
10,35,amp_6,2.9607760906219482
10,36,amp_1,0.0
10,36,amp_2,2.6767019882048273
10,36,amp_3,0.0
10,36,amp_4,0.0
10,36,amp_5,3.6240234375
10,36,amp_6,3.027803897857666
10,37,amp_1,0.0
10,37,amp_2,2.6767019882048273
10,37,amp_3,0.0
10,37,amp_4,0.0
10,37,amp_5,3.6923828125
10,37,amp_6,3.094831705093384
10,38,amp_1,0.0
10,38,amp_2,2.6767019882048273
10,38,amp_3,0.0
10,38,amp_4,0.0
10,38,amp_5,3.7607421875
10,38,amp_6,3.1618592739105225
10,39,amp_1,0.0
10,39,amp_2,2.6767019882048273
10,39,amp_3,0.0
10,39,amp_4,0.0
10,39,amp_5,3.8291015625
10,39,amp_6,3.2288870811462402
10,40,amp_1,0.0
10,40,amp_2,2.6767019882048273
10,40,amp_3,0.0
10,40,amp_4,0.0
10,40,amp_5,3.8974609375
10,40,amp_6,3.295914888381958
10,41,amp_1,0.0
10,41,amp_2,2.6767019882048273
10,41,amp_3,0.0
10,41,amp_4,0.0
10,41,amp_5,3.9658203125
10,41,amp_6,3.362942695617676
10,42,amp_1,0.0
10,42,amp_2,2.6767019882048273
10,42,amp_3,0.0
10,42,amp_4,0.0
10,42,amp_5,4.0341796875
10,42,amp_6,3.4299705028533936
10,43,amp_1,0.0
10,43,amp_2,2.6767019882048273
10,43,amp_3,0.0
10,43,amp_4,0.0
10,43,amp_5,4.102783203125
10,43,amp_6,3.4969983100891113
10,44,amp_1,0.0
10,44,amp_2,2.6767019882048273
10,44,amp_3,0.0
10,44,amp_4,0.0
10,44,amp_5,4.171142578125
10,44,amp_6,3.564026117324829
10,45,amp_1,0.0
10,45,amp_2,2.6767019882048273
10,45,amp_3,0.0
10,45,amp_4,0.0
10,45,amp_5,4.239501953125
10,45,amp_6,3.631053924560547
10,46,amp_1,0.0
10,46,amp_2,2.6767019882048273
10,46,amp_3,0.0
10,46,amp_4,0.0
10,46,amp_5,4.307861328125
10,46,amp_6,3.6980817317962646
10,47,amp_1,0.0
10,47,amp_2,2.6767019882048273
10,47,amp_3,0.0
10,47,amp_4,0.0
10,47,amp_5,4.376220703125
10,47,amp_6,3.7651095390319824
10,48,amp_1,0.0
10,48,amp_2,2.6767019882048273
10,48,amp_3,0.0
10,48,amp_4,0.0
10,48,amp_5,4.444580078125
10,48,amp_6,3.8321373462677
10,49,amp_1,0.0
10,49,amp_2,2.6767019882048273
10,49,amp_3,0.0
10,49,amp_4,0.0
10,49,amp_5,4.512939453125
10,49,amp_6,3.899164915084839
10,50,amp_1,0.0
10,50,amp_2,2.6767019882048273
10,50,amp_3,0.0
10,50,amp_4,0.0
10,50,amp_5,4.581298828125
10,50,amp_6,3.9661927223205566
10,51,amp_1,0.0
10,51,amp_2,2.6767019882048273
10,51,amp_3,0.0
10,51,amp_4,0.0
10,51,amp_5,4.64990234375
10,51,amp_6,4.033220291137695
10,52,amp_1,0.0
10,52,amp_2,2.6767019882048273
10,52,amp_3,0.0
10,52,amp_4,0.0
10,52,amp_5,4.71826171875
10,52,amp_6,4.100248336791992
10,53,amp_1,0.0
10,53,amp_2,2.6767019882048273
10,53,amp_3,0.0
10,53,amp_4,0.0
10,53,amp_5,4.78662109375
10,53,amp_6,4.167275905609131
10,54,amp_1,0.0
10,54,amp_2,2.6767019882048273
10,54,amp_3,0.0
10,54,amp_4,0.0
10,54,amp_5,4.85498046875
10,54,amp_6,4.234303951263428
10,55,amp_1,0.0
10,55,amp_2,2.6767019882048273
10,55,amp_3,0.0
10,55,amp_4,0.0
10,55,amp_5,4.92333984375
10,55,amp_6,4.301331520080566
10,56,amp_1,0.0
10,56,amp_2,2.6767019882048273
10,56,amp_3,0.0
10,56,amp_4,0.0
